id,chat_id,message_id,chat_title,sender,message,message_thread_id,date,time
71,-1002211098365,617,Production Reporting,OmarH_11,"17/7 & 18/7 Daily Report:

- Worked on the mailing automation system.

- Finished 90% of meet platforms gap analysis 

-Meeting with Ewida to Align with the buyer journey phases",Meetings & General Conversations,2024-07-19,19:20:26
102,-1002211098365,648,Production Reporting,Nadanabil24,"18/7 Daily tasks

- Daily Meeting & collect all the team attendance 
- Meeting with Diab to discuss the project mapping "" MOM is on the Group""
- prepare the presentation of the affiliate program to meet with BD, support, and PR to explain the program and the updates to them ""Reschedule the meeting on Sunday at 11:30 for all departments""
- finish all the team photo retouching "" Eman and Kassper will take a new photo and will make them too""
- meeting with Mr.Ibrahem, Youssef, and Bassam to discuss the program updates "" will meet again with Motaz to put the next phase and what to do ""
- finish the cookies for the affiliate "" send it to Shams "" still need to review it and tell me the comments""
-  create a new promo code for Manar ""IEEE"" and send it to her ""Create an account on the Dashboard for them but need to check the campaign on the dashboard i think it has a Bug""
- align with Ahmed Osama and the dev team till the Affiliate landing page published on production "" i will work with Sara after the meeting to put it on the website in the solution section""
- create release note for affiliate program "" will send it to Shimaa to publish it after the meeting ""
- work on ""Non-Disclosure Agreement (NDA)"" i think shams already make it but needs to highlight it in the agreement""
- attended most of Abdelhakim Roleplay",Meetings & General Conversations,2024-07-20,11:31:10
119,-1002211098365,665,Production Reporting,M0_Bassam,18/7 Daily Tasks:,Meetings & General Conversations,2024-07-20,18:29:34
164,-1002211098365,710,Production Reporting,OmarH_11,"21/7 Daily Report

- Prepared the automation of E-mails for all lists, It only needs the templates to be uploaded and it will be 100% ready

- Finalized the platforms gap analysis and made some edits after 

-Align with the marketing team about the process of notifications and emails content",Meetings & General Conversations,2024-07-22,7:05:48
120,-1002211098365,666,Production Reporting,M0_Bassam,"18/7 Daily Tasks:

- Daily meeting 
- Quick recap with Nada about the meeting from the previous day in order to align the needed actions that was concluded from the meeting 
- Meeting with Mr Shawky about the support that will be using Chatwoot instead of Tawk, and he requested a meeting to recap the features of the app and have it written in a document this will be done on Sunday after the Affiliate meeting 
- Checked with Usama the requests received from the support in order to make them use the Chatwoot 
- Attended Abdelhakim's role play as team training, and created a form for the requests and bugs found by the team in order to solve it and add it to the action plan as requested from Gammal
- Meeting with Mr.Ibrahem, Youssef, and Nada to discuss the program updates """,Meetings & General Conversations,2024-07-20,18:48:45
122,-1002211098365,668,Production Reporting,A_Abdelghaffar,"Abdelghaffar Daily Report 17 & 18-Jul
—————————————————
- Classroom web UI Main Screens 90%
- Add Toqa to vconnctemployee.
- Get data from Verp with Naglaa.
- Components Workshop.
- Review Alaa work.
- Assist Kasper.
- Review Eman website work.
- Meeting with Abdelhakeem about the needed data.
  * I will create a reports for the needed data in Verp.
—————————————————",Meetings & General Conversations,2024-07-21,6:06:59
132,-1002211098365,678,Production Reporting,A_Abdelghaffar,"Abdelghaffar Daily Report 21-Jul
—————————————————
- List all system needed features to think of it.
- Classroom web UI the main screens 95%.
- Notify HR about the error of assigning an employee to the head department.
- Help Naglaa to export required data form Verp.
- Assist Amr in LMS.
- Assist Kasber.
- Assist Alaa in meet app rebrand with M3 Library.
- Attend Chat preview meeting.
—————————————————",Meetings & General Conversations,2024-07-21,13:33:55
135,-1002211098365,681,Production Reporting,Shaimaedris9,"21/07 Daily tasks
- Meeting with Koofy regarding the videos needed for the help center and YouTube ""Rebranding desktop/Classroom/Mobile app"".
- Reviewed and edit content API interface.
- Review articles of Classroom for Yousra to be published in the help center.
- Finalized the UX Writing and work on the document First draft.
- Attended Abdullah Chats product explanation demo regarding the new updates and screens features.",Meetings & General Conversations,2024-07-21,14:41:24
137,-1002211098365,683,Production Reporting,M0_Gammal,Magid,Meetings & General Conversations,2024-07-21,14:49:27
141,-1002211098365,687,Production Reporting,Loly_re,"21/ 07 daily report: 

- R & D daily meeting
- Dev meeting
- Redesigned room limited reached with material 3
- Identified the calendar format and seting with Adballah in a meeting to explain the it's flow
- Affiliate Program Meeting by Nada
- Redesigning Filter & Quick actions screens with material 3
- Redesigning action screen with material 3
- Redesigning running meeting screen with material 3
- Multible review & audit sessions with Abdellghafaur , Serag , Abdallah
- Attended V connct chats session by Abdallah",Meetings & General Conversations,2024-07-21,15:08:33
252,-1002211098365,798,Production Reporting,EdroSoli392,"23/7: 

- Worked on the flow chart and finished 50^",Meetings & General Conversations,2024-07-23,14:14:25
156,-1002211098365,702,Production Reporting,Amr_ElBerry,"21/7 :

-finished LMS wireframe 

- attended Abdallah’s session about Chat",Meetings & General Conversations,2024-07-21,19:22:45
157,-1002211098365,703,Production Reporting,Nadanabil24,"21/7 Daily tasks 

- Daily meeting & send the daily meeting attendance 
- Quick discussion with the team for some points on the affiliate program "" promo code uses, link for affiliate, commission cycle""
- update the weekly report tracker
- session for the affiliate program 
- meeting with Shaima and Fatma to discuss some points of the program 
- create a file to track the progress on Jira and  "" start to update on it "" and edit some user stories on the features we put on it
- discuss some points to update the affiliate program with Motaz 
- meeting with Mr.Ibrahem, Shiwy, Motaz, Youssef, and Youssef to discuss the cycle of the affiliate after promo codes 
- Put the landing page on the website and publish it from the ERP",Meetings & General Conversations,2024-07-21,19:41:11
158,-1002211098365,704,Production Reporting,EdroSoli392,"21/7: 

-Today I worked on the Meet Bugs with Mansour and Husyen to finish the bugs that are related to it, and then there was a follow up bugs that we tried to finish and we did I gave to them the UI Screens and followed up with Husyen to finish it and also Mansour the meet is ready to be implemented, and the classroom has a bug that depends on back-end developer to finish and that's based on another meeting with Mansour and Husyen which was most of the day trying to solve and find solution for the bugs and to try as fast as possible to implement the updates with Mansour and Husyen and there was 3 Screens i have done 2 of it and gave it to Mansour and Husyen to test and the last one i will finish it tomorrow.

-Meeting also with Mamdouh, Husyen, and Zidan on the new flow of the SSO cycle for the login screen and the register cycle and there was also a UI Screen in the mobile finished it and gave it to them. 

-Followed the work with Alaa and Toqa and started working on the new flow of the Meet Mobile app based on the research the two have done and the flow they also build and the screens that Alaa did along with the User flow Toqa built.

-Demo with the R&D Team and part of the support and sales team to show them how to use the new V.connct Chat for now until I do a demo for the whole company. 

-Will cont working on the bugs and the last screen for Husyen and the Meet Mobile flow.",Meetings & General Conversations,2024-07-21,20:06:13
159,-1002211098365,705,Production Reporting,Abd_Al_Rhman_Ragab,"20-21/7 tasks:

- Create a video (33 mins) about the best practices of using V.connct Classroom in online sessions, this video is requested by promising client

- finalize sales cycle for Lms

- document all features and sub-features for each role and site map of wesite to be delivered to testers and knowledge units.

- compare between The Bridge (client) requirements and V.connct LMS school systems",Meetings & General Conversations,2024-07-21,20:35:52
161,-1002211098365,707,Production Reporting,ahmadsamir22,"Daily Status 21/7

Payment Service:
- Fix an issue with the payment service on Development Environment 
Vconnct Classroom Client API:
- Fix calculate order total API Bugs
- Fix promo code not working Bug
Classroom Engine:
- Follow the issues related to screen recording with classroom",Meetings & General Conversations,2024-07-21,22:38:01
162,-1002211098365,708,Production Reporting,M0_Bassam,"21/7 Daily Tasks:

- Daily Meeting 
- Discussed about the promo code uses with Nada and the team 
- Attended most of the Affiliate meeting 
- Organized the Bugs to be distributed on the assigned developers
- Demo for Chatwoot with the support, there was an online recorded session as well, answered all their questions and solved the issues, agreed that they will work on the tool on Monday 22nd, and by the end pf the day I will receive and reply to all the issues that they faced, if there are any fatal issues to stop the process, the support will be using the tool on Tuesday 23rd
- Discussion with Usama about Jira",Meetings & General Conversations,2024-07-22,6:41:39
163,-1002211098365,709,Production Reporting,zeinabahmed_2,"21/07 Daily Tasks:
✦ Daily R&D meeting

✦Attended v.connct chat presentation held by Abdullah, where he explained in detail how to use the application.

✦ Attended Affiliate session held by Nada

✦ Completed some designs for V.meet tool (”Recording not found” page and ”Connecting to the meeting shortly” page )

✦ Conference Room System:
•  Almost done with the prototype: 70%-80% done (need to review some issues with Abdelgaffar)",Meetings & General Conversations,2024-07-22,6:52:06
168,-1002211098365,714,Production Reporting,MohamadElrayes,"Daily Status 21/7

Implemented the test environment on the dashboard and pushed it for testing.
Edited some icons, fonts, and cursor shapes on the Dashboard API management page to match the design as requested by Eman.
Finished implementing the promo code API on the checkout page.
Tracked issues in the ""Calculate Package"" API with Nabil to determine whether the problem was in the implementation or the API itself. We found some issues in the API, reported them to Samir, and he fixed them. Additionally, I resolved a bug related to currency change.


Today: I will finish the Request Payment API, completing the entire cycle.",Meetings & General Conversations,2024-07-22,7:45:46
186,-1002211098365,732,Production Reporting,A_Abdelghaffar,"Abdelghaffar Daily Report 21-Jul
—————————————————
- Fix Shawky problem on Portal.
- Help Zeinab in prototype.
- Review Berry LMS flow.
- Meeting with Abdallah to organize the missing Flow to complete the UI for Classroom web.
—————————————————",Meetings & General Conversations,2024-07-22,13:58:53
188,-1002211098365,734,Production Reporting,Shaimaedris9,"22/07 Daily tasks
1- Search numbers of the help center to review and know the most searched keywords from mid June till today and enhance its articles.
2- Work on a process for testing the internal knowledge in the company regarding the features of our products ""Search for tools and I settled on one"".
3- Worked on the questions of V.connct Meet Moderator guide conducted 60 question.
4- Edited A pop up screen content for V.connct Meet ""Arabic/English""
5- Started the initial SEOs research.",Meetings & General Conversations,2024-07-22,14:23:26
211,-1002211098365,757,Production Reporting,zeinabahmed_2,"22/07 Daily Tasks:
ᯓ Daily R&D meeting

ᯓ  Completed pop-up design (English & Arabic) for v .meet Tool

ᯓ Conference Room System:
•  Completed the prototype for the dashboard and took feedback from the team ( will work on the edits tomorrow)",Meetings & General Conversations,2024-07-22,18:05:41
192,-1002211098365,738,Production Reporting,EdroSoli392,"22/07 daily report: 
- Start on the flow chart for mobile meet app and will be finished tomorrow.
- changed the UI of the pop up of the ""Email Verification"" in the mobile app and hand it to Mamdouh and he finished the APK and ready to launch the new update of the SSO. 

- Classroom is ready and we solved all the problems that we faced by Mansoor, Gabr, and Husyen but we are doing last check and there was some bugs that will be handled in the mean time but overall the update is ready. 

- A long Meeting with Shimaa BD to solve a problem that the Delta had and to know what they want as an APK and I sat a meeting with Ahmed Khalifa tomorrow to start working on it. 
- Meeting with Abdelghafar to organize and discuses the flow and the screens that he done what is the next step and the timing for it to be finish.",Meetings & General Conversations,2024-07-22,15:11:40
203,-1002211098365,749,Production Reporting,Loly_re,"22 / 07 daily report : 


-R & D daily meeting 
-Dev meeting
-Long meeting with Masreya to identify some imp concepts that we will need in the intern
-Edit what Serag gave me as a feedback on meet app
-Searched for a suitable design to apply on our filter pages",Meetings & General Conversations,2024-07-22,16:36:09
213,-1002211098365,759,Production Reporting,emmankh,"Daily Tasks (17/7):

- Attended the daily meeting.

- Participated in a UI/UX Figma 
workshop on components, led by Serag and Abdelghaffar.

- Met with Shimaa to discuss and align the content for the API documentation home page.

- Received the documentation home page content from Yousra and integrated it into the design.

- Coordinated with Hager on the text for the pricing and plans section. After getting edits from Shimaa, I applied the revised text to the design.

- Met with Samir to review his progress on the delete record API, video tutorial, and documentation.",Meetings & General Conversations,2024-07-22,18:47:31
214,-1002211098365,760,Production Reporting,emmankh,"Daily Tasks (18/7):

- Attended the daily meeting.

- Completed the feature comparison page for the pricing and plans, ensuring it clearly outlines the differences between each plan.

- Reviewed the pricing and plans with El-Gammal, who provided valuable feedback and suggested some edits.

- Worked on the suggested edits, focusing on fixing spacing issues and optimizing the auto layout, with the support of Zienb.

- Conducted a final review of the pricing and plans with Abdelghaffar and obtained his approval for the design and content.

- Sent the finalized pricing and plans to Hager in the BD department and Amira to ensure consistency and alignment across teams, making sure everyone is onboard with the changes.

- Completed the document that organizes the API features according to the new enhancements in the documentation, ensuring a seamless and user-friendly experience.",Meetings & General Conversations,2024-07-22,18:48:40
216,-1002211098365,762,Production Reporting,emmankh,"Daily Tasks (21/7):

- Attended the daily meeting.

- Participated in the affiliate meeting led by Nada.

- Wrote the user story for the documentation enhancement and implemented it in Jira.

- Met with Masrya and Soliman to explain the user story, the page flow, and the design details. Provided Soliman with the document listing the organized features for the documentation.

- Checked the progress on the development link and noticed some missing details, such as fonts and icons, that were not in the design. Collected these comments and discussed them with Hesham, who fixed most of the issues.

- Had a discussion with Nabil to determine the production due date. He mentioned issues with the token and promo code, which prevented him from providing a date. Spoke with Samir to understand the problem, and he assured me it was minor and had been fixed. I still need to confirm the exact time for the release.",Meetings & General Conversations,2024-07-22,18:50:55
218,-1002211098365,764,Production Reporting,Abd_Al_Rhman_Ragab,"22/7 Daily tasks:
- Meeting with BD for development estimation of The Bridge Online School's LMS requirements.

-Meeting with Hussein for previewing LMS Academies according to start testing phase.

-Review the site map and Sales Cycle of LMS Academies with Amr

- Searching for e-quiz and online exam modules to be imitated in our systems.",Meetings & General Conversations,2024-07-22,18:57:52
219,-1002211098365,765,Production Reporting,Nadanabil24,"MOM for Meeting 21/7

Participants:
- Mr Ibrahem
- Ahmed Elsheiwy
- Nada Nabil
- Motaz
- Youssef & Youssef

Objective:
-Discuss the updates and the action plan for the next release in the affiliate program

Action Points and the Updates at this moment:

1. Tracking the end user from the direct link With ElSheiwy"" 
    - ""It's an option but not a priority or the program will stop on it "" 
     - It depends on putting the cookies to the link "" it will be in the release 2""
     - Youssef learned from Sheiwy the tool he uses for tracking

2. Change the Affiliate link to direct to our website 
  - Moatz Already changed it and it works now

3. The cookies that will track the user during the 90 days
     - I already created them and discussed with Shams some points 
     - we will put it on our policies on the website 
      - I will create a new version to put a new section for the affiliate users and customers and put it on the website with Sara's help

4. the Commission wasn't linked to the dashboard 
    - it works now "" Motaz already worked on it""

5. The maximum number of times this promo code can be used per user. 
   - we agreed on using it one time for the user 

6. Support Email 
   - Ayman already created it and I opened it on my Outlook


The updates at this moment:

1. The landing page has already been published on the website 
2. I created a session for the company to explain the program
3. I'm working on the release note ""I need to update it and create an Arabic Version
4. The affiliate link has been changed to our website",Meetings & General Conversations,2024-07-22,19:02:01
220,-1002211098365,766,Production Reporting,Nadanabil24,"22/7 Daily Tasks

- Collect the daily meeting attendance and send it

- meeting with Shams to discuss the cookies policy points "" I will edit it, make an Arabic version, and send it to Shams to review ""
"" We agreed to put it on our policy page with the name ""affiliate cookies policy"" after the cookies we have and make the tracking cookies necessary to be accepted from the user"" 
"" The advertising and performance cookies will be not obligingly from affilate link""

- meeting with ElGammal to discuss the production tracker

- align the Updates with Motaz "" he change the affiliate link to direct to our website

- Finished the Retuching on the Team photos 

- Review Zeinab's prototype for the conference room system ""Tell her my feedback""

- discussion with Moataz and Sara about affiliate link cookies and how they will be employed in the website.",Meetings & General Conversations,2024-07-22,19:22:40
222,-1002211098365,768,Production Reporting,Amr_ElBerry,"22/7 tasks:

- daily meeting

- worked website homepage mind map

-reviewed Lms wireframe with Abdelghafar 

- meeting with Abdelghafar & Abd Al-Rhman discussing purchase cycle in the wireframe, and worked on the new changes

- meeting with BD",Meetings & General Conversations,2024-07-22,21:44:12
224,-1002211098365,770,Production Reporting,MohamadElrayes,"Daily Status 22/7

- Completed the API packages cycle with the payment implementation.

- Followed up with Nabil on the bugs he found and am continuing to work on them.",Meetings & General Conversations,2024-07-22,22:21:19
226,-1002211098365,772,Production Reporting,ahmadsamir22,"Daily Status 21/7

- Fix a bug with additional recording storage calculation 
- Fix authorization with JWT issue for some clients
- Follow an issue for Vconnct Enterprise Client (Delta)
- Fix an issue with the payment cycle",Meetings & General Conversations,2024-07-22,23:10:25
228,-1002211098365,774,Production Reporting,emmankh,"Daily Tasks (22/7):
- Attended the daily meeting.

- Reviewed all the release notes to understand the criteria for writing one. Began organizing a document that showcases all the work we have done for the Classroom Client API, and completed the first draft. Plan to review it with Shaima to get her feedback.

- Held a meeting with Kofy to explain the Classroom Client API in detail and brainstorm ideas for a promotional video. Kofy wants to create a video to showcase the API on another platform. We considered using screen recordings from the LMS, as it is an educational platform integrated with our Classroom API. Masrya and Samir assisted us during this brainstorming session, and Mohand provided a video for our use.",Meetings & General Conversations,2024-07-23,4:18:39
230,-1002211098365,776,Production Reporting,M0_Bassam,"22/7 Daily Tasks:

- Daily Meeting
- Checked Zoom's latest updates
- Followed up on Bugs and requests 
- Replied on support's inquiries about Chatwoot and will let them start working with Chatwoot 
- Checked Ayat El Rahman issues 
- Short meeting with Eman to understand the status of the API and will follow up on the due date 
- Gave Khalifa a brief with Shimaa about the rebranding of the chats mobile application the will be made for Delta company and will follow up with Abdullah about the icons to start working on it",Meetings & General Conversations,2024-07-23,6:42:46
236,-1002211098365,782,Production Reporting,OmarH_11,"22/7 Daily report:

-Created a tracker for the recording cycle file to track each module

-Meeting with naglaa and ahmed osama to Align on the notifications requirements 

- Follow up with Abdullah about Chats 

\",Meetings & General Conversations,2024-07-23,8:50:20
237,-1002211098365,783,Production Reporting,Abd_Al_Rhman_Ragab,https://www.figma.com/design/VoCyC9TZApWdo1vaJSW6cq/Amr-El-Berry?node-id=400-77&t=wRXE18f9IU36XLQc-1,Meetings & General Conversations,2024-07-23,9:10:12
248,-1002211098365,794,Production Reporting,A_Abdelghaffar,"Abdelghaffar Daily Report 23-Jul
—————————————————
- Classroom web UI the main screens:
  * My Subscription page 100%.
  * Share Option popup 50%.
- Review Zeinab prototype.
- Review Berry LMS flow *5.
—————————————————",Meetings & General Conversations,2024-07-23,14:02:46
257,-1002211098365,803,Production Reporting,Shaimaedris9,"23/07 Daily tasks
- Continue SEOs research.
- Reviewed the questions from me and Yousra for the knowledge internal process and test it. 
- Filtered the questions and uploaded it on the new tool and tested it, tom. it will be conducted as a demo in the team for feedback. 
- Drafted an article in classroom based on the adjustments in the updated of classroom.
- Got edits regarding the Classroom education landing page from the Dev, then reached out to Serag delegate of Sara today, regarding the content of the page, so I reached out to Amira and edited with her and gave her the comments of the page and the content and she did the edits regarding the missing parts in the content Arabic and English so the dev will be aligned .
-Edited and Published the release notes of the Affiliate program in the help center.
-Worked on the Classroom V2.7.8 release note to be published in the help center.",Meetings & General Conversations,2024-07-23,15:15:21
258,-1002211098365,804,Production Reporting,Loly_re,"Daily report 23-Jul:                                                                                                         * R & D daily meeting
* Dev meeting
* Finished the meeting tab filter page with it's all status using material 3
* Finished video tab filter page using material 3
* Connct the the last 3 days added screens with others using prototyping
* Decission with Abdallah to  clerify what should I do with design until he give me the app flow
* Quick discussion with Abdelghaffaur & Serag to solve some figma issues
* Edited some prototypes layers (Pop-ups )",Meetings & General Conversations,2024-07-23,15:34:00
259,-1002211098365,805,Production Reporting,MohamadElrayes,"Daily Status 23/7

- Resolved all bugs related to the Classroom API packages on the
 website and the management page in the dashboard.

- Completed some UI enhancements as requested by Eman.

- Managed the daily standup meeting for the interns.",Meetings & General Conversations,2024-07-23,15:51:54
266,-1002211098365,812,Production Reporting,Amr_ElBerry,"23/7 tasks:

-R&D meeting

- meeting with Gabr & Abd Al-Rhman discussing user purchase cycle 

-meeting with Gammal, Nada & Abd Al-Rhman discussing the wireframe and price & plans

- studied moodlecloud trial cycle

- added storage & user capacity bars to detect usage, in the admin dashboard",Meetings & General Conversations,2024-07-23,19:21:46
274,-1002211098365,820,Production Reporting,Nadanabil24,"23/7 Daily tasks

- Daily meeting, collect the attendance and send it 
- work on edits of the affiliate agreements and send it to Shams "" she needs an Arabic version""
- work on edits on the cookies "" send it to Shams, she has some points to edit, need an Arabic version to discuss it with Mr Abdelsalam and discuss it with Sara""
-  meeting with Gammal, Abdelrahman and Amr to discuss the progress they reached in lms with saas plan 
- review Toaa's use case "" need to continue it""
- finish the release notes Arabic and English and send it to Shaima to publish it 
- announced the release on the group 
- quick meeting with Youssef to answer some of his questions in affiliate program 
- meeting with Motaz to discuss the new release work "" will continue tomorrow""",Meetings & General Conversations,2024-07-24,5:52:47
275,-1002211098365,821,Production Reporting,zeinabahmed_2,"23/07 Daily Tasks:
Daily R&D meeting

Meeting with Gammal and Eweida focusing on the necessary UX and UI enhancements. Eweida and I will plan these enhancements in detail, and we will take confirmation before proceeding with the updates to the system. 

Had an in-depth discussion with Eweida regarding the planning for reservation products tasks. We outlined all the necessary tasks for each product: the Inmate System, the Conference Rooms System, and Webinar versions 1.5 and 2. Following this, we categorized these tasks based on their importance and urgency.

Inmate System:
Studied the “Services 360” policy of Dubai
Studied how to use the UAE PASS  for account registration in order to simplify the process 
Reviewed the Plan enhancements Documentation with Eweida 

Continue studying the Logitech partners program focusing on the “ Alliance Program” 

Conference Room System:
did some edits on the prototype",Meetings & General Conversations,2024-07-24,6:21:10
278,-1002211098365,824,Production Reporting,ahmadsamir22,"Daily Status 23/7
- Record a video for developers to explain how to use the APIs and the shortest cycle to run a meeting
- Fix Bugs in the staging Environment (the start date and the storage for the subscribed client)
- Fix place an order monthly and annually with the same total price bug
- Fix a bug with the additional storage price",Meetings & General Conversations,2024-07-24,7:20:12
279,-1002211098365,825,Production Reporting,Abd_Al_Rhman_Ragab,"23/7 daily tasks:
- meeting with Mr. Mahmoud Khalifa, we discussed the pricing for the 1st client of LMS Academies, and he requested edits for the cost I sent before
- Editing the LMS Academies Technical proposal
- Met with Elgammal about SaaS and we agreed on imitating Moodle Cloud Plans 
- Met with Yasmin Farouk, I explained how to structure the newcomers training program ( her task from Mr. Shawky)
- Phone Meeting with Mohamed Ramadan, we discussed the online exam cycle from other system and we agreed on sending him a short explanation about user flow in the online exam and question bank
- Preparing the description of roles actions in LMS Academies for the testers",Meetings & General Conversations,2024-07-24,7:21:03
281,-1002211098365,827,Production Reporting,M0_Bassam,"23/7 Daily Tasks

- Daily R&D meeting 
- Meeting with the BD about all their questions and the issues they faced 
- Meeting with Usama checking to check all the issues that faced the support and he already created the chatting icon to direct to Chatwoot, and will follow up on the mobile app notification 
- Meeting with Hussein, Alaa and Nourhan, to make them aligned with the updates that will be added to the tasks on Jira and make them understand the situations 
- Followed up on the status of some bugs 
      - VCON-99 ""Downloading learning analytics mobile""
      Its in testing stage 
      - VCON-42 ""Whatsapp invitation link""
      This task is with Mahmoud he replied on it but I had problem to receive his reply so we will check it together 
      - VCON-94 ""Promo code mobile""
      Should be done by today as Osama mentioned 
      - VCON-18 ""Certificate""
      Waiting a reply from the certificate authority, expected to receive a reply today",Meetings & General Conversations,2024-07-24,7:24:37
289,-1002211098365,835,Production Reporting,Shaimaedris9,"24/07 Daily tasks
- Conducted the knowledge internal process on the R&D team and extracted the data and started working on it with Yousra and got the feedback.
- Organize UX writing Docs to be sent to Amira.
- Meeting with Amira regarding the structure and organizing the steps and defies the cycle between Marketing and Knowledge in the landing and Website pages process / Outcome ""Need another 2 meeting for the Website process and blogs"" and the role of the knowledge in the pages in general and talked with her about the blogs bug issue and she will take access and work on it. 
- Published Classroom 2.7.8 release note in the help center.
- Talked with Kasper about the documentation for the ERP and the process in the future.",Meetings & General Conversations,2024-07-24,11:21:20
292,-1002211098365,838,Production Reporting,Serag_Farghaly,They do indeed require a translation 👍,Meetings & General Conversations,2024-07-24,14:14:33
296,-1002211098365,842,Production Reporting,Loly_re,"24 / 07 daily report: 

- R & D daily meeting
- Dev meeting
- Long meeting with Abdallah & toqaa to clarify the flow and see if there were screens should be changed or not
- Edit the App design based on Abdallah's flow
- Re-ordered the app screens on figma to make easy to navigate while presenting
- Add some missed ui screens based on the new flow",Meetings & General Conversations,2024-07-24,15:31:45
300,-1002211098365,846,Production Reporting,Amr_ElBerry,"24/7 tasks:

- R&D meeting 

- Reviewed Organization updates

- SaaS meeting",Meetings & General Conversations,2024-07-24,15:51:01
